   24 7775   -2 MOL       24   7775      1
                   3.6366643E+00  -3.8981249E+00  -7.7667738E-04   7 nb  N1       0   0.0000  1.5000   -0.725145    0.000000
                   5.6767936E+00  -2.3942961E+00   1.0582466E-04   6 ca  C1       0   0.0000  1.5000    0.433891    0.000000
                   8.2529134E+00  -3.6124399E+00   1.0128931E-03   6 c3  C2       0   0.0000  1.5000   -1.055485    0.000000
                   5.4374787E+00   2.3415028E-01   2.3243630E-04   6 ca  C3       0   0.0000  1.5000   -0.062154    0.000000
                   7.5695658E+00   1.6754840E+00   1.2113144E-03   8 oh  O1       0   0.0000  1.4000   -0.877217    0.000000
                   2.9982525E+00   1.3523937E+00  -6.0093286E-04   6 ca  C4       0   0.0000  1.5000    0.987285    0.000000
                   2.7642742E+00   4.0752376E+00  -5.4046163E-04   6 c   C5       0   0.0000  1.5000   -0.419214    0.000000
                   4.6043230E+00   5.5625899E+00   9.4486299E-05   8 o   O2       0   0.0000  1.4000   -0.819806    0.000000
                   8.5103054E-01  -2.6692758E-01  -1.4059561E-03   6 ca  C6       0   0.0000  1.5000    1.273276    0.000000
                   1.3191648E+00  -2.8636114E+00  -1.4796554E-03   6 ca  C7       0   0.0000  1.5000   -0.823356    0.000000
                  -1.8266054E+00   7.1700172E-01  -1.8481520E-03   6 c3  C8       0   0.0000  1.5000   -0.467508    0.000000
                  -3.5727216E+00  -1.2392199E+00  -4.0799184E-03   8 os  O3       0   0.0000  1.4000   -0.598416    0.000000
                  -6.7579757E+00  -1.4836239E-01   7.8045683E-04  15 p5  P1       0   0.0000  1.8000    1.053165    0.000000
                  -6.8696604E+00   1.4237781E+00  -2.4417149E+00   8 o   O4       0   0.0000  1.4000   -0.930041    0.000000
                  -8.2379940E+00  -2.6214638E+00  -1.5117808E-05   8 o   O5      14   0.0000  1.4000   -0.965904    0.000000
                  -6.8634961E+00   1.4184189E+00   2.4471611E+00   8 o   O6      14   0.0000  1.4000   -0.929910    0.000000
                   9.3611564E+00  -3.0553071E+00  -1.6582402E+00   1 hc  H1       0   0.0000  1.2000    0.302688    0.000000
                   9.3588906E+00  -3.0577543E+00   1.6626149E+00   1 hc  H2      17   0.0000  1.2000    0.302654    0.000000
                   8.0163272E+00  -5.6608726E+00  -5.7069725E-04   1 hc  H3      17   0.0000  1.2000    0.283963    0.000000
                   6.9743059E+00   3.4516261E+00   9.3541436E-04   1 ho  H4       0   0.0000  1.2000    0.170310    0.000000
                   8.4316361E-01   4.8558890E+00  -1.1848582E-03   1 h4  H5       0   0.0000  1.2000    0.637182    0.000000
                  -2.9297556E-01  -4.1234520E+00  -2.1391698E-03   1 h4  H6       0   0.0000  1.2000    0.660989    0.000000
                  -2.1146298E+00   1.9467636E+00   1.6653229E+00   1 h1  H7       0   0.0000  1.2000    0.284767    0.000000
                  -2.1131747E+00   1.9496473E+00  -1.6671295E+00   1 h1  H8      23   0.0000  1.2000    0.283987    0.000000
  -1.8917900E-01   3.6366643E+00  -3.8981249E+00   3.9676479E+00
  -1.8395500E-01   4.4108642E+00  -3.8981249E+00   3.8913956E+00
  -1.8497100E-01   4.0237652E+00  -3.2276463E+00   3.8913956E+00
  -1.9022600E-01   3.2495634E+00  -3.2276463E+00   3.8913956E+00
  -1.9417100E-01   2.8624624E+00  -3.8981249E+00   3.8913956E+00
  -1.9345700E-01   3.2495634E+00  -4.5686015E+00   3.8913956E+00
  -1.8868900E-01   4.0237652E+00  -4.5686015E+00   3.8913956E+00
  -1.7796100E-01   5.1553142E+00  -3.8981249E+00   3.6655695E+00
  -1.8567200E-01   3.6366643E+00  -2.3794730E+00   3.6655695E+00
  -1.9141500E-01   2.8773384E+00  -2.5829342E+00   3.6655695E+00
  -1.9894000E-01   2.3214736E+00  -4.6574489E+00   3.6655695E+00
  -1.9757100E-01   2.8773384E+00  -5.2133137E+00   3.6655695E+00
  -1.9433700E-01   3.6366643E+00  -5.4167748E+00   3.6655695E+00
  -1.8885500E-01   4.3959883E+00  -5.2133137E+00   3.6655695E+00
  -1.8245300E-01   4.9518531E+00  -4.6574489E+00   3.6655695E+00
  -2.0222800E-01   1.7621581E+00  -5.0587700E+00   3.2988474E+00
  -2.0160500E-01   2.3080112E+00  -5.6575429E+00   3.2988474E+00
  -2.0005100E-01   3.0333088E+00  -6.0186979E+00   3.2988474E+00
  -1.9660500E-01   3.8400914E+00  -6.0934574E+00   3.2988474E+00
  -1.9070700E-01   4.6194012E+00  -5.8717245E+00   3.2988474E+00
  -1.8310500E-01   5.2659860E+00  -5.3834476E+00   3.2988474E+00
  -1.7554100E-01   5.6925218E+00  -4.6945669E+00   3.2988474E+00
  -2.0417400E-01   1.7990588E+00  -6.0188340E+00   2.8053228E+00
  -2.0405300E-01   2.4709679E+00  -6.4506420E+00   2.8053228E+00
  -2.0269200E-01   3.2373142E+00  -6.6756630E+00   2.8053228E+00
  -1.9910900E-01   4.0360144E+00  -6.6756630E+00   2.8053228E+00
  -1.9287700E-01   4.8023607E+00  -6.4506420E+00   2.8053228E+00
  -1.8451000E-01   5.4742678E+00  -6.0188340E+00   2.8053228E+00
  -1.7521400E-01   5.9973062E+00  -5.4152158E+00   2.8053228E+00
  -2.0589800E-01   1.7622640E+00  -6.6136611E+00   2.2039610E+00
  -2.0663800E-01   2.4666008E+00  -6.9833274E+00   2.2039610E+00
  -2.0581000E-01   3.2389374E+00  -7.1736909E+00   2.2039610E+00
  -2.0254500E-01   4.0343892E+00  -7.1736909E+00   2.2039610E+00
  -1.9630700E-01   4.8067259E+00  -6.9833274E+00   2.2039610E+00
  -1.8715200E-01   5.5110646E+00  -6.6136611E+00   2.2039610E+00
  -2.0671800E-01   1.5791571E+00  -6.9327187E+00   1.5178733E+00
  -2.0856600E-01   2.2796086E+00  -7.3040744E+00   1.5178733E+00
